ku_id,ku_name,ku_description,exam_frequency,r1_chunk_id,r1_score,r1_page,r1_excerpt,r2_chunk_id,r2_score,r2_page,r2_excerpt,r3_chunk_id,r3_score,r3_page,r3_excerpt,correct_rank
RENJIAO-G11-MATH-A-SBX1-ku-双曲线定义的应用-轨迹问题,双曲线定义的应用（轨迹问题）,利用双曲线定义（距离差为定值）判断轨迹为双曲线的一支，并建立方程。,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00343,0.7398,126,第三章 圆锥曲线的方程 利用两个不同的观测点 犃 ， 犅 测得同一点 犘 发出信号的时间差 ， 可以确定点 犘 所在 双曲线的方程 ． 如果再增设一个观测点 犆 ， 利用 犅 ， 犆 （ 或 犃 ， 犆 ） 两处测得的点 犘 发出 信号的时间差 ， 就可以确定点 犘 所在另一双曲线的方程 ． 解这两,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00334,0.7383,123,"第三章 圆锥曲线的方程 ３２ 双曲线 双曲线也是具有广泛应用的一种圆锥曲线 ， 如发电厂冷 却塔的外形 、 通过声音时差测定位等都要用到双曲线的性质 ． 本节我们将类比椭圆的研究方法研究双曲线的有关问题 ． ３２１ ! ""#$%&'()* 我们知道 ， 平面内与两个定点 犉 １ ， 犉 ２ 的",2694bce5-cca0-42c0-bf2f-38ca64b16c57_00337,0.7184,124,第三章 圆锥曲线的方程 一般地 ， 我们把平面内与两个定点 犉 １ ， 犉 ２ 的距离的差的绝对值等于非零常数 （ 小于 犉 １ 犉 ２ ） 的点的轨迹叫做 双曲线 （ ｈｙｐｅｒｂｏｌａ ） ． 这两个定点叫做双曲线的 焦点 ， 两焦点 间的距离叫做双曲线的 焦距 ． ቃ 类比求椭圆标准方程的过程,
RENJIAO-G11-MATH-A-SBX1-ku-直线与平面所成角的向量公式,直线与平面所成角的向量公式,直线与平面所成角θ满足sinθ=|u·n|/(|u||n|)，u为方向向量，n为法向量。,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00115,0.7398,42,第一章 空间向量与立体几何 得 ． 也就是说 ， 若异面直线 犾 １ ， 犾 ２ 所成的角为 θ ， 其方向向量分别是 狌 ， 狏 ， 则 ｃｏｓ θ ＝ｃｏｓ 〈 狌 ， 狏 〉 ＝ 狌 · 狏 狌狏 ＝ 狌 · 狏 狌狏 ． 类似地 ， 直线与平面所成的角 ， 可以转化为直线的方向向量与平面的法,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00114,0.7031,41,法解决了异面直线 犃犕 和 犆犖 所成角的问题 ， 你能用向量方 法求直线 犃犅 与平面 犅犆犇 所成的角吗 ？ 一般地 ， 两条异面直线所成的角 ， 可以转化为两条异面直线的方向向量的夹角来求 ６３,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00112,0.6774,41,第一章 空间向量与立体几何 与距离类似 ， 角度是立体几何中另一个重要的度量 ． 下面我们用向量方法研究直线与 直线所成的角 、 直线与平面所成的角以及平面与平面的夹角 ， 先看下列问题 ． M N A B C D 图 １．４  １９ 例 ７ 如图 １．４  １９ ， 在棱长为 １ 的正四面体 ,
RENJIAO-G11-MATH-A-SBX1-ku-抛物线的四种标准形式,抛物线的四种标准形式,"y^2=2px, y^2=-2px, x^2=2py, x^2=-2py (p>0)，对应不同开口方向。",mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00367,0.74,136,第三章 圆锥曲线的方程 O F x y M K H l d 图 ３．３  ２ 抛物线是点的集合 犘 ＝ ｛ 犕犕犉 ＝ 犱 ｝ ． 因为 犕犉 ＝ 狓 － 狆 ２ （） ２ ＋ 狔 槡 ２ ， 犱 ＝ 狓 ＋ 狆 ２ ， 所以 狓 － 狆 ２ （） ２ ＋ 狔 槡 ２ ＝ 狓 ＋ 狆 ２ ． 将上,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00369,0.7077,138,第三章 圆锥曲线的方程 ጷ˸ １． 根据下列条件写出抛物线的标准方程 ： （ １ ） 焦点是 犉 （ ３ ， ０ ）； （ ２ ） 准线方程是 狓 ＝－ １ ４ ； （ ３ ） 焦点到准线的距离是 ２ ． ２． 求下列抛物线的焦点坐标和准线方程 ： （ １ ） 狔 ２ ＝２０ 狓 ； （ ２ ） 狓,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00372,0.6697,139,"第三章 圆锥曲线的方程 ３３２ ! ""#$%&'()*+ Ꮶ 类比用方程研究椭圆 、 双曲线几何性质的过程与方法 ， 你认为应研究抛物线 狔 ２ ＝２ 狆狓 （ 狆 ＞ ０ ） ① 的哪些几何性质 ？ 如何研究这些性质 ？ １ 范围 因为 狆 ＞ ０ ， 由方程 ① 可知 ， 对于抛物线上的点",
renjiao-math-g10-a-ku-周期函数定义,周期函数定义,设函数f(x)定义域为D，存在非零常数T，对任意x∈D有x+T∈D且f(x+T)=f(x)，则f(x)为周期函数，T为周期。,mid,2e0d9544-a589-4011-9c62-6f178b6af20b_00524,0.7401,208,第五章 三角函数 ５４２ !34)*5 64)*+9: ቃ 类比以往对函数性质的研究 ， 你认为应研究正弦函数 、 余弦函数的哪些性质 ？ 观 察它们的图象 ， 你能发现它们具有哪些性质 ？ 根据研究函数的经验 ， 我们要研究正弦函数 、 余弦函数的单调性 、 奇偶性 、 最大 （ 小 ） 值等,2e0d9544-a589-4011-9c62-6f178b6af20b_00525,0.7001,208,期 ． 事实上 ，  犽 ∈ 犣 且 犽 ≠ ０ ， 常数 ２ 犽 π 都是它的周期 ． 如果在周期函数 犳 （ 狓 ） 的所有周期中存在一个最小的正数 ， 那么这个最小正数就叫做 犳 （ 狓 ） 的 最小正周期 ． 根据上述定义 ， 我们有 ： 正弦函数是周期函数 ， ２ 犽 π （ 犽 ∈ 犣,2e0d9544-a589-4011-9c62-6f178b6af20b_00527,0.6819,209,第五章 三角函数 分析 ： 通常可以利用三角函数的周期性 ， 通过代数变形 ， 得出等式 犳 （ 狓 ＋ 犜 ） ＝ 犳 （ 狓 ） 而求出相应的周期 ． 对于 （ ２ ）， 应从余弦函数的周期性出发 ， 通过代数变形得出 ｃｏｓ２ （ 狓 ＋ 犜 ） ＝ｃｏｓ２ 狓 ， 狓 ∈ 犚 ； 对于 （ ,
RENJIAO-G11-MATH-A-SBX1-ku-曲线与方程的关系,曲线与方程的关系,"曲线C上任意点坐标满足方程f(x,y)=0，且方程的解对应的点都在曲线C上，则称C是方程的曲线，方程是C的方程。",mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00387,0.7401,148,第三章 圆锥曲线的方程 ፇ 6789:;<= ၹ ᭧ ړ᩼ ԥ ጳ گ ข ړ ጳ ᔵڊ ᮇག ሦ ሏ ဋ ຒᤃጳ ὆ԥ ጳ὇ ʼመړ᩼ ጳᄊ ˧ ʼመړ᩼ ጳᄊ ю ሮ ʼመړ᩼ ጳᄊї͵ ᠏ ʼመړ᩼ ጳᄊ ၹ >7?@ABC 圆锥曲线有丰富的现实背景和广泛的实际应用 ， 例如行星运行轨道 、 ,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00346,0.6906,127,第三章 圆锥曲线的方程 １ 范围 y x O F 2 F 1 x = a x = - a 图 ３．２  ７ 类比研究椭圆范围的方法 ， 观察双曲线 ， 我们发现双曲线上点 的横坐标的范围是 狓 ≤ － 犪 ， 或 狓 ≥ 犪 ， 纵坐标的范围是 狔 ∈ 犚 （ 图 ３．２  ７ ） ． 下面利,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00337,0.6889,124,第三章 圆锥曲线的方程 一般地 ， 我们把平面内与两个定点 犉 １ ， 犉 ２ 的距离的差的绝对值等于非零常数 （ 小于 犉 １ 犉 ２ ） 的点的轨迹叫做 双曲线 （ ｈｙｐｅｒｂｏｌａ ） ． 这两个定点叫做双曲线的 焦点 ， 两焦点 间的距离叫做双曲线的 焦距 ． ቃ 类比求椭圆标准方程的过程,
RENJIAO-G11-MATH-A-SBX1-ku-直线与直线垂直的向量条件,直线与直线垂直的向量条件,l1⊥l2 ⇔ u1⊥u2 ⇔ u1·u2=0。,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00167,0.7402,61,， 所以 犃犅 ∥ 犆犇 ， 犅犆 ∥ 犇犃 ． 因此四边形 犃犅犆犇 是平行四边形 ． 显然 ， 当两条直线相交时 ， 它们的斜率不相等 ； 反之 ， 当两条直线的斜率不相等时 ， 它们相交 ． 在相交的位置关系中 ， 垂直是最特殊的情形 ． 当直线 犾 １ ， 犾 ２ 垂直时 ， 它们的 斜率除,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00098,0.717,36,， 则 犾 １ ⊥ 犾 ２  狌 １ ⊥ 狌 ２  狌 １ · 狌 ２ ＝０ ． α l 1 l 2 u 1 u 2 n α l u β α n 1 n 2 （ １ ） （ ２ ） （ ３ ） 图 １．４  １３ 如图 １．４  １３ （ ２ ）， 设直线 犾 的方向向量为 狌 ， 平面 α,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00168,0.6821,61,的倾斜角为 ９０° 时 ， 若 犾 １ ⊥ 犾 ２ ， 则另一条直线的倾斜角为 ０° ； 反之 亦然 ． 由上我们得到 ， 如果两条直线都有斜率 ， 且它们互相垂直 ， 那么它们的斜率之积等于 ６５,
RENJIAO-G2-MATH-S-ku-平均分的含义,平均分的含义,每份分得同样多，叫平均分。,mid,8e39130d-c881-4f18-8751-0957badd1c3d_00035,0.7403,36,平均分 把 6 块糖分成 3 份，可以怎样分？ 圈一圈： 12 袋饼干，每 3 袋一份，能分成几份？ 每份都是 2 袋，这是 平均分。 每 2 袋一份，分了这 样的（ ）份，正好 分完。 每份分得同样多，叫平均分。 8 袋饼干，每 2 袋一份，能分成几份？圈一圈，说一说。 1 1. 除法的初步认识 ,8e39130d-c881-4f18-8751-0957badd1c3d_00044,0.6876,45,你知道吗？ 4 5 6 7 3 名同学搬这些凳子， 如果每人搬得同样多， 每人搬几个？ = 平均分下面的 ，再写出相应的除法算式。 画图表示 18 ÷ 6 = 3 的含义。 除号“ ÷ ”，是数学家在 17 世纪开始使用的。 “ ÷ ”用一条横线把 两个圆点分开，表 示平均分的意思。 看图写出乘法算,8e39130d-c881-4f18-8751-0957badd1c3d_00036,0.6851,37,做一做 哪些分法是平均分？对的在（ ）里画“ ”。 1 圈一圈，填一填。 （ 1 ） 10 根小棒，每 2 根一份，能分成（ ）份。 每 5 根一份，能分成（ ）份。 （ 2 ） 16 个杯子，每 2 个装一盒，可以装（ ）盒。 每 4 个装一盒，可以装（ ）盒。 每 8 个装一盒，可以装（ ）盒。,
renjiao-math-g10-a-ku-集合元素的确定性,集合元素的确定性,给定一个集合，一个元素在或不在这个集合中是确定的。,mid,2e0d9544-a589-4011-9c62-6f178b6af20b_00016,0.7404,9,不确定的 ． 一个给定集合中的元素是互不相同的 ． 也就是说 ， 集合中的元素是不重复出现的 ． 只要构成两个集合的元素是一样的 ， 我们就称这两个集合是 相等 的 ． 我们通常用大写拉丁字母 犃 ， 犅 ， 犆 ，… 表示集合 ， 用小写拉丁字母 犪 ， 犫 ， 犮 ，… 表 示集合中的元素 ． ,2e0d9544-a589-4011-9c62-6f178b6af20b_00015,0.6859,9,第一章 集合与常用逻辑用语 １１ 集合的概念 在小学和初中 ， 我们已经接触过一些集合 ． 例如 ， 自然 数的集合 ， 同一平面内到一个定点的距离等于定长的点的集 合 （ 即圆 ） 等 ． 为了更有效地使用集合语言 ， 我们需要进一 步了解集合的有关知识 ． 下面先从集合的含义开始 ． 看下面的,2e0d9544-a589-4011-9c62-6f178b6af20b_00030,0.6243,14,元素是一样的 ． 一般地 ， 如果集合 犃 的任何一个元素都是集合 犅 的元 素 ， 同时集合 犅 的任何一个元素都是集合 犃 的元素 ， 那么 集合 犃 与集合 犅 相等 ， 记作 犃 ＝ 犅． ７,
RENJIAO-G8-MATH-S-ku-分式的乘法法则,分式的乘法法则,分式乘分式，用分子的积作为积的分子，分母的积作为积的分母。即a/b · c/d = (a·c)/(b·d)。,mid,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00246,0.7405,153,第十八章 分式 １８．２ 分式的乘法与除法 与学习了整式的概念后要学习整式的运算类似 ， 学习了 分式的概念 ， 接下来也要学习分式的运算 ． 分式与分数具有 类似的形式 ， 我们可以类比分数的运算法则认识分式的运算 法则 ． ᕊ5 你还记得分数的乘除法法则吗 ？ 类比分数的乘除法法则 ， 你能说出,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00251,0.6239,156,第十八章 分式 在分式的乘法和除法运算基础上 ， 我们来看分式的乘除混合运算 ． 例 ４ 计算 ２ 狓 ５ 狓 －３ ÷ ３ ２５ 狓 ２ －９ · 狓 ５ 狓 ＋３ ． 乘除混合运算可以 统一为乘法运算 ． 解 ： ２ 狓 ５ 狓 －３ ÷ ３ ２５ 狓 ２ －９ · 狓 ５ 狓 ＋３ ＝ ２ 狓,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00258,0.6011,159,第十八章 分式 １８．３ 分式的加法与减法 与类比分数的乘法与除法学习分式的乘法与除法一样 ， 我们类比分数的加法与减法 ， 学习分式的加法与减法 ． ᕊ5 观察下列分数加减运算的式子 ： １５＋２５＝３５ ， １５－２５＝－１５ ， １２＋１３＝３６＋２６＝５６ ， １２－１３＝３６－２６＝１６ ,
RENJIAO-G6-MATH-X-ku-正比例关系的定义,正比例关系的定义,两种相关联的量，一种量变化，另一种量也随着变化，如果这两种量中相对应的两个数的比值一定，这两种量就叫作成正比例的量，它们的关系叫作正比例关系。,mid,a1c832dd-a81d-4971-ac87-06510b416aa8_00047,0.7408,48,43 2. 正比例和反比例 正比例 （1）表中有哪两种量？ （2）总价是怎样随着数量的变化而变化的？ （3）相应的总价与数量的比分别是多少？比值是多少？ 从上表可以看出，总价与数量是两种相关联的量，总价随着数量的变化而变 化，而且总价与相应数量的比值总是一定的， 。比值 3 . 5 ，实际就是彩带的,a1c832dd-a81d-4971-ac87-06510b416aa8_00089,0.6609,88,先在下表中写出比和比例的一些知识，再举例说明。 比与分数、除法有什么联系？先填写下表，再说一说它们的区别。 比的基本性质、分数的基本性质、商不变的规律之间有什么联系？ 怎样判断两种相关联的量是成正比例关系还是成反比例关系？请举生活中 的实例加以说明。 比和比例 小组同学可以一起 交流上面的问题。 名,a1c832dd-a81d-4971-ac87-06510b416aa8_00048,0.6406,49,44 时间/ 时 1 2 3 4 5 6 路程/ km 80 160 240 320 400 480 上页表中的数据还可以用图象（如下图）表示。 根据图象回答下面的问题。 （1）从图象中你发现了什么？ （2）	 把数对（ 10 ， 35 ）和 （ 12 ， 42 ）所在的点 描出来，并和上面的图 象,
RENJIAO-G11-MATH-A-SBX1-ku-空间两点间的距离公式,空间两点间的距离公式,"设P1(x1,y1,z1),P2(x2,y2,z2)，则|P1P2|=√[(x2-x1)²+(y2-y1)²+(z2-z1)²]。",mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00065,0.741,25,第一章 空间向量与立体几何 ｃｏｓ 〈 犪 ， 犫 〉 ＝ 犪 · 犫 ｜ 犪 ｜｜ 犫 ｜ ＝ 犪 １ 犫 １ ＋ 犪 ２ 犫 ２ ＋ 犪 ３ 犫 ３ 犪 ２ １ ＋ 犪 ２ ２ ＋ 犪 ２ 槡 ３ 犫 ２ １ ＋ 犫 ２ ２ ＋ 犫 ２ 槡 ３ ． ቃ 你能利用空间向量运算的坐标表示推导空间两点,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00073,0.7193,27,两点 ， 再求它们之间的距离 ： （ １ ） 犃 （ ２ ， ３ ， ５ ）， 犅 （ ３ ， １ ， ４ ）； （ ２ ） 犃 （ ６ ， ０ ， １ ）， 犅 （ ３ ， ５ ， ７ ） ． ２２,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00211,0.7167,77,－ 狔 １ ） ． 于是 ， O x y P 1 P 2 图 ２．３３ ｜ 犘 １ 犘 ２ →  ｜ ＝ （ 狓 ２ － 狓 １ ） ２ ＋ （ 狔 ２ － 狔 １ ） 槡 ２ ． 由此得到 犘 １ （ 狓 １ ， 狔 １ ）， 犘 ２ （ 狓 ２ ， 狔 ２ ） 两点间的距离公式 ｜ 犘 ,
renjiao-math-g10-a-ku-有限集合的基数与容斥原理-两个集合,有限集合的基数与容斥原理（两个集合）,"对任意两个有限集合A,B，有card(A∪B)=card(A)+card(B)-card(A∩B)。",mid,2e0d9544-a589-4011-9c62-6f178b6af20b_00050,0.741,22,第一章 集合与常用逻辑用语 ᫞឴ ˁ Ꮶ ᫞឴ ˁ Ꮶ 集合中元素的个数 ｃａｒｄ 是英文 ｃａｒｄｉｎａｌ （ 基数 ） 的缩写 ． 在研究集合时 ， 经常遇到有关集合中元素的个 数问题 ． 我们把含有限个元素的集合 犃 叫做有限集 ， 用 ｃａｒｄ （ 犃 ） 来表示有限集合 犃 中元素的个数 ,2e0d9544-a589-4011-9c62-6f178b6af20b_00053,0.731,23,第一章 集合与常用逻辑用语 犃 ∩ 犅 ＝ ｛ 狓 ｜ 狓 是两次运动会都参赛的学生 ｝， 犃 ∪ 犅 ＝ ｛ 狓 ｜ 狓 是所有参赛的学生 ｝， ｃａｒｄ （ 犃 ∪ 犅 ） ＝ｃａｒｄ （ 犃 ） ＋ｃａｒｄ （ 犅 ） －ｃａｒｄ （ 犃 ∩ 犅 ） ＝８＋１２－３＝１７ ． 所以 ， 在两次,2e0d9544-a589-4011-9c62-6f178b6af20b_00051,0.704,22,犅 ） ＝２ ． 一般地 ， 对任意两个有限集合 犃 ， 犅 ， 有 ｃａｒｄ （ 犃 ∪ 犅 ） ＝ｃａｒｄ （ 犃 ） ＋ｃａｒｄ （ 犅 ） －ｃａｒｄ （ 犃 ∩ 犅 ） ． 再来看一个问题 ． 学校先举办了一次田径运动会 ， 某班有 ８ 名同学参赛 ， 又 举办了一次球类运动会 ， 这个班,
RENJIAO-G9-MATH-S-ku-用列举法求概率-树状图法,用列举法求概率（树状图法）,当一次试验涉及三个或更多因素时，用树状图列出所有等可能结果，再计算概率。,mid,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00222,0.7411,158,"!""#$%&'()* 小 结 一 、 本章知识结构图 ᬣ ͇̂ ည ၸᮟညͤ ᝟ ည ၸѴˠก  ည 二 、 回顾与思考 随机事件在一次试验中是否发生具有偶然性 ， 但在大量重复试验中 ， 随机 事件发生的可能性会呈现一定的规律性 ． 概率从数值上刻画了随机事件发生的 可能性大小 ， 揭示了随机现象",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00197,0.7343,143,"!""#$%&'()* ２５．２ 用列举法求概率 在一次试验中 ， 如果可能出现的结果只有有限个 ， 且各种结果出现的可能性 大小相等 ， 那么我们可以通过列举试验结果的方法 ， 求出随机事件发生的概率 ． 例 １ 同时抛掷两枚质地均匀的硬币 ， 求下列事件的概率 ： “ 同时抛掷两枚 质地均匀的硬币",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00204,0.7303,146,"!""#$%&'()* （ １ ） 只有 １ 个元音字母的结果 （ 红色 ） 有 ５ 种 ， 即 ＡＣＨ ， ＡＤＨ ， ＢＣＩ ， ＢＤＩ ， ＢＥＨ ， 所以 犘 （ １ 个元音 ） ＝ ５ １２ ． 有 ２ 个元音字母的结果 （ 绿色 ） 有 ４ 种 ， 即 ＡＣＩ ， ＡＤＩ ， ＡＥＨ ， ",
RENJIAO-G7-MATH-S-ku-有理数加减法的实际意义,有理数加减法的实际意义,有理数加减法可表示温度变化、收支结余等实际问题。,mid,985342dd-c456-4906-a1fc-3175d94526a6_00056,0.7412,35,第二章 有理数的运算 （ ５ ） （ － １ ２ ） ＋ （ ＋ １ ２ ） ＝０． ᕊ5 任何一个数加上一个正数 ， 和与原来的数有怎样的大小关系 ？ 加上一 个负数呢 ？ 请你先借助数轴直观地得出结论 ， 再利用有理数的加法法则进 行说明 ． ጷ˸ １． 用算式表示下面的结果 ： （ １ ） 温,985342dd-c456-4906-a1fc-3175d94526a6_00051,0.7386,32,第二章 有理数的运算 ２．１ 有理数的加法与减法 数的范围扩大到有理数后 ， 就要研究有理数的运算 ． 我 们先把小学学习的加法与减法运算推广到有理数范围内 ． ２１１ 有理数的加法 在小学 ， 我们学过正数及 ０ 的加法运算 ， 引入负数后 ， 在有理数范围内怎 样进行加法运算呢？ 在实际问题,985342dd-c456-4906-a1fc-3175d94526a6_00050,0.7327,31,第一章 有理数 第二章 有理数的运算 在第一章中 ， 我们把数的范围扩大到了有理数 ． 根据小学阶段学习数的经 验 ， 接下来就要研究有理数的运算 ． 在实际问题中 ， 我们也会遇到有理数的运算问题 ． 例如 ： （ １ ） 北京冬季某一天的气温为 －３ ～ ３℃ ． 这一天北京的温差是多少？ （ ,
RENJIAO-G2-MATH-S-ku-用乘法口诀求积-1-6,用乘法口诀求积（1-6）,利用1-6的乘法口诀计算乘法，如4×5=20，口诀四五二十。,mid,8e39130d-c881-4f18-8751-0957badd1c3d_00032,0.7413,33,通过本单元的学习，你有哪些收获？ 整理和复习 整理和复习 在卡片上写出 1 ～ 6 的乘法口诀，并把它们整理成一个 表，说一说你是按什么规律整理的。 （ 1 ）上表是小丽整理的情况，你发现了什么规律？ （ 2 ）帮小丽把乘法口诀表补全。 （ 3 ）任意指一句口诀，说出用它计算的乘法算式。 （ 4 ）,8e39130d-c881-4f18-8751-0957badd1c3d_00020,0.741,21,5 + 5 + 5 + 5 + 5 一五 得五 二五 一十 三五（ ） 四五（ ） 五五（ ） 5 × 1 = 5 5 × 2 = 10 5 × 3 = 1 × 5 = 2 × 5 = 3 × 5 = 4 × 5 = 5 × 4 = 5 × 5 = ？个 = × 口诀： 5的乘法口诀 三五…… 十五,8e39130d-c881-4f18-8751-0957badd1c3d_00033,0.7124,34,练一练 算一算。 1 6 × 3 − 8 = 2 一套玩具小汽车有 5 辆，每辆 5 元，买这样的 1 套玩具 小汽车需要多少钱？买 2 套呢？ 3 超市里的七号电池有一板装 4 节的，也有一板装 6 节的。 （ 1 ）两种包装的电池各买 1 板，一共是多少节电池？ （ 2 ）如果买 4 板 6 节,
renjiao-math-g10-a-ku-正切函数值域,正切函数值域,正切函数的值域是实数集R。,mid,2e0d9544-a589-4011-9c62-6f178b6af20b_00551,0.7413,219,第五章 三角函数 正切函数在每一个区间 （ － π ２＋ 犽 π ， π ２＋ 犽 π ） （ 犽 ∈ 犣 ） 上都单调递增 ． ４ 值域 当 狓 ∈ （ － π ２ ， π ２ ） 时 ， ｔａｎ 狓 在 （ －∞ ， ＋∞ ） 内可取到任意实数值 ， 但没有最大值 、 最小值 ． 因此 ， 正,2e0d9544-a589-4011-9c62-6f178b6af20b_00552,0.6619,220,第五章 三角函数 ጷ˸ １． 借助函数 狔 ＝ｔａｎ 狓 的图象解不等式 ｔａｎ 狓 ≥ －１ ， 狓 ∈ ［ ０ ， π ２ ） ∪ （ π ２ ， π ） ． ２． 观察正切曲线 ， 写出满足下列条件的 狓 值的范围 ： （ １ ） ｔａｎ 狓 ＞ ０ ； （ ２ ） ｔａｎ 狓 ＝０ ； （ ,2e0d9544-a589-4011-9c62-6f178b6af20b_00555,0.6529,221,第五章 三角函数 ９ ． 利用正切函数的单调性比较下列各组中两个函数值的大小 ： （ １ ） ｔａｎ （ － π ５ ） 与 ｔａｎ （ － ３ π ７ ） ； （ ２ ） ｔａｎ１５１９° 与 ｔａｎ１４９３° ； （ ３ ） ｔａｎ６ ９ １１ π 与 ｔａｎ （ －５ ３ １１ π ） ； （,
RENJIAO-G2-MATH-X-ku-倍的概念,倍的概念,一个数里面有几个另一个数，就说这个数是另一个数的几倍；如鸡的只数是鹅的3倍。,mid,d637c8e3-b0ef-42fc-b11b-0714eef5cd35_00029,0.7414,30,可以怎样比较鹅和鸡的数量关系？ 第二行摆（ ）个 5 根，一共有（ ）根。 第一行摆： 第一行的 4 倍 第二行摆： 的个数是 的（ ）倍。 的个数是 的（ ）倍。 2 只 3 个 2 只 鸡比鹅多 4 只， 鹅比鸡…… 也可以说鸡的只数是鹅的 3 倍 。 1 做一做 1 2 25 仅供个人学习使用,d637c8e3-b0ef-42fc-b11b-0714eef5cd35_00042,0.6581,43,回顾一下，本单元学习了哪些知识？有什么新的收获？ 整理和复习 整理和复习 5×3=15（个） 15÷3=5（个） 15÷5=3 是   的 3 倍 15 个 5 个 ： ： 我会用线段图表示数量 之间的倍数关系。 我知道了一个数的几 倍是什么意思。例如， 5 的 3 倍就是指 3 个 5 ， 和乘法,d637c8e3-b0ef-42fc-b11b-0714eef5cd35_00043,0.6465,44,本单元结束了，你想说些什么？ 成长小档案 ： ： ： （ 1 ） 有 8 朵， 是 的 3 倍。 ？ （ 2 ） 有 8 朵， 。 有多少朵？ 补充问题或条件 真有趣！ 求一个数的几倍是多 少就是求几个几是多 少，用乘法计算…… 练一练 公园的湖里去年飞来了 8 只过冬的天鹅。由于生态环境 的改善，,
renjiao-math-g10-a-ku-充要条件的证明-充分性与必要性,充要条件的证明（充分性与必要性）,证明p是q的充要条件需分别证明充分性(p⇒q)和必要性(q⇒p)。,mid,2e0d9544-a589-4011-9c62-6f178b6af20b_00072,0.7415,29,狇 的充要条件？ A B C D （ 第 ３ 题 ） （ １ ） 狆 ： 三角形为等腰三角形 ， 狇 ： 三角形存在两角相等 ； （ ２ ） 狆 ： ⊙ 犗 内两条弦相等 ， 狇 ： ⊙ 犗 内两条弦所对的圆周角相等 ； （ ３ ） 狆 ： 犃 ∩ 犅 为空集 ， 狇 ： 犃 与 犅 之一为空集 ．,2e0d9544-a589-4011-9c62-6f178b6af20b_00071,0.7091,29,第一章 集合与常用逻辑用语 形式 ， 而且这些定义是相互等价的 ； 同样 ， 利用 “ 两个三角形相似 ” 的充要条件 ， 可以给 出 “ 相似三角形 ” 其他定义形式 ， 这些定义也是相互等价的 ； 等等 ． 例 ４ 已知 ： ⊙ 犗 的半径为 狉 ， 圆心 犗 到直线 犾 的距离为 犱 ． 求证,2e0d9544-a589-4011-9c62-6f178b6af20b_00069,0.7025,28,不是 狇 的充要条件 ． （ ４ ） 因为 “ 若 狆 ， 则 狇 ” 与 “ 若 狇 ， 则 狆 ” 均为真命题 ， 即 狆  狇 ， 所以 狆 是 狇 的充要 条件 ． ቃ 通过上面的学习 ， 你能给出 “ 四边形是平行四边形 ” 的充要条件吗 ？ 可以发现 ，“ 四边形的两组对角分别相等 ”,
RENJIAO-G8-MATH-S-ku-尺规作图-过直线上一点作垂线,尺规作图：过直线上一点作垂线,以直线上点为圆心适当半径作弧交直线于两点，再作这两点连线的垂直平分线。,mid,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00104,0.7415,75,犇 和点 犈 ； （ ２ ） 分别以点 犇 和点 犈 为圆心 ， 大于 １ ２ 犇犈 的 长为半径作弧 ， 两弧相交于点 犉 ； （ ３ ） 作直线 犆犉 ， 则直线 犆犉 就是所求作的垂线 ． ８６,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00102,0.7304,75,第十五章 轴对称 也可以用这种方法 确定线段的中点 ． 犆 ， 犇 两点 ； （ ２ ） 作直线 犆犇 ， 则直线 犆犇 就是线段 犃犅 的 垂直平分线 ． 学习了线段的垂直平分线的作法 ， 就可以作对称轴了 ． 由于成轴对称的两个图形的对称轴是其任意一对对称点所连线段的垂直平 分线 ， 所以只要任,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00103,0.7299,75,在线段 犇犈 的垂直平 分线上 ， 因而再作出与 犇 ， 犈 距离相等的另一 点 犉 ， 就能得到线段 犇犈 的垂直平分线 ． 满足与点 犆 的距离相等即可 ． 作法 ： 如图 １５．１  １０ ． （ １ ） 以点 犆 为圆心 ， 适当长为半径作弧 ， 交直 线 犃犅 于点 犇 和点 犈 ； （,
